param	nCall	pType	spAbbr3	POS
0.00148180593389842	3537	θ	PPA (N=2687)	1200001
0.000477162016405565	2746	θ	PPA (N=2687)	1220001
0.000919822321551198	2849	θ	PPA (N=2687)	1240001
0.00115698622256043	2718	θ	PPA (N=2687)	1280001
0.00115121053255164	2504	θ	PPA (N=2687)	1290001
0.00185134142995363	2831	θ	PPA (N=2687)	1300001
0.00213455258917868	3192	θ	PPA (N=2687)	1390001
0.00120379714923292	2830	θ	PPA (N=2687)	1400001
0.00153438835401812	3245	θ	PPA (N=2687)	1420001
0.0011193054112544	3746	θ	PPA (N=2687)	1440001
0.00171386015808429	3211	θ	PPA (N=2687)	1460001
0.00133024050461897	2758	θ	PPA (N=2687)	1470001
0.00153329046634621	5811	θ	PPA (N=2687)	1480001
0.00122679657461089	3845	θ	PPA (N=2687)	1490001
0.00132486036102091	2967	θ	PPA (N=2687)	1500001
0.000295664587525314	2659	θ	PPA (N=2687)	1510001
0.00135816211147933	3859	θ	PPA (N=2687)	1520001
0.00156810117915133	2841	θ	PPA (N=2687)	1530001
0.00131065096676267	3599	θ	PPA (N=2687)	1540001
0.00217927134644438	2886	θ	PPA (N=2687)	1570001
0.00125571173325808	2713	θ	PPA (N=2687)	1580001
0.000337920540825192	4653	θ	PPA (N=2687)	1590001
0.000776236313418058	3376	θ	PPA (N=2687)	1600001
0.000815108489610999	2572	θ	PPA (N=2687)	1620001
0.00118195982981286	3104	θ	PPA (N=2687)	1630001
0.00109361452022926	3834	θ	PPA (N=2687)	1640001
0.000711008393747889	2580	θ	PPA (N=2687)	1660001
0.00111159015656389	2829	θ	PPA (N=2687)	1670001
0.00115206937020781	3412	θ	PPA (N=2687)	1880001
0.00111751547722787	2814	θ	PPA (N=2687)	1890001
0.00116761851031996	3591	θ	PPA (N=2687)	1900001
0.00123874913453054	4231	θ	PPA (N=2687)	1920001
0.00101348157782848	3620	θ	PPA (N=2687)	1930001
0.00144783082546926	2715	θ	PPA (N=2687)	1940001
0.000868150334060366	6339	θ	PPA (N=2687)	2140001
0.00094788056212902	4147	θ	PPA (N=2687)	2150001
0.000759097655194537	3107	θ	PPA (N=2687)	2160001
0.00179655424641181	4376	θ	PPA (N=2687)	2170001
0.00123543412367413	3606	θ	PPA (N=2687)	2180001
0.000941113670750669	3063	θ	PPA (N=2687)	2190001
0.000883836018245991	2965	θ	PPA (N=2687)	2200001
0.00114186221965114	3672	θ	PPA (N=2687)	2210001
0.00153658378118833	5628	θ	PPA (N=2687)	2220001
0.00169025657514149	3876	θ	PPA (N=2687)	2230001
0.00176611199217223	3116	θ	PPA (N=2687)	2250001
0.00187973647678013	4740	θ	PPA (N=2687)	2260001
0.000982262814911973	5069	θ	PPA (N=2687)	2280001
0.00102078182847411	4621	θ	PPA (N=2687)	2290001
0.00109844410531111	3340	θ	PPA (N=2687)	2320001
0.000529944144408365	2967	θ	PPA (N=2687)	2330001
0.000903406505523514	3771	θ	PPA (N=2687)	2340001
0.00139533594513404	3944	θ	PPA (N=2687)	2350001
0.00119715568483297	4378	θ	PPA (N=2687)	2360001
0.00209029815650243	4764	θ	PPA (N=2687)	2370001
0.0013091583122977	5805	θ	PPA (N=2687)	2380001
0.00099565873635994	3948	θ	PPA (N=2687)	2390001
0.00135597744126626	4445	θ	PPA (N=2687)	2400001
0.000869772637635478	5122	θ	PPA (N=2687)	2410001
0.00168255139268017	3738	θ	PPA (N=2687)	2420001
0.00117146794550709	6711	θ	PPA (N=2687)	2430001
0.00164589521906143	5095	θ	PPA (N=2687)	2440001
0.00118501398957982	4644	θ	PPA (N=2687)	2450001
0.00180729227179266	4640	θ	PPA (N=2687)	2460001
0.00193623554401246	4331	θ	PPA (N=2687)	2470001
0.00170404241139764	4306	θ	PPA (N=2687)	2480001
0.0011845038673286	4646	θ	PPA (N=2687)	2490001
0.000696549443204202	3386	θ	PPA (N=2687)	2500001
0.00114028131863501	2528	θ	PPA (N=2687)	2510001
0.00177885293027417	3241	θ	PPA (N=2687)	2520001
0.00106731563247938	4174	θ	PPA (N=2687)	2530001
0.000747134367526547	2806	θ	PPA (N=2687)	2540001
0.00112632111494242	4886	θ	PPA (N=2687)	2550001
0.000699908424865176	4493	θ	PPA (N=2687)	2560001
0.00137664099290784	4759	θ	PPA (N=2687)	2570001
0.00121955221244386	5372	θ	PPA (N=2687)	2580001
0.000783159984443488	4350	θ	PPA (N=2687)	2590001
0.00141064415246813	6502	θ	PPA (N=2687)	2610001
0.00154778607080288	7619	θ	PPA (N=2687)	2620001
0.00108500549330765	4589	θ	PPA (N=2687)	2630001
0.0016977340637386	4322	θ	PPA (N=2687)	2640001
0.0014774748394032	3370	θ	PPA (N=2687)	300001
0.00108668131812733	3135	θ	PPA (N=2687)	350001
0.000349293408077223	3001	θ	PPA (N=2687)	370001
0.00156324900949528	3688	θ	PPA (N=2687)	440001
0.00212069555591856	2595	θ	PPA (N=2687)	450001
0.0012894572037582	2642	θ	PPA (N=2687)	460001
0.00133475745030528	3534	θ	PPA (N=2687)	480001
0.00247710795818766	5078	θ	PPA (N=2687)	490001
0.000912225054908006	3160	θ	PPA (N=2687)	500001
0.0012088756610402	3902	θ	PPA (N=2687)	530001
0.00213370183087291	4053	θ	PPA (N=2687)	570001
0.000941974764234135	2782	θ	PPA (N=2687)	580001
0.00168547324035205	3887	θ	PPA (N=2687)	590001
0.000890745681203047	2942	θ	PPA (N=2687)	600001
0.00101082885018298	4148	θ	PPA (N=2687)	620001
0.00121210628774254	5405	θ	PPA (N=2687)	630001
0.000909710875063422	4321	θ	PPA (N=2687)	640001
0.00135110141908453	4655	θ	PPA (N=2687)	650001
0.00183577848973686	3426	θ	PPA (N=2687)	710001
0.00216981270344766	3744	θ	PPA (N=2687)	720001
0.00128203465194207	5519	θ	PPA (N=2687)	730001
0.00149953906923602	5068	θ	PPA (N=2687)	750001
0.00153489288994496	2561	θ	PPA (N=2687)	760001
0.00119606289096274	6573	θ	PPA (N=2687)	770001
0.00243855321484819	3009	θ	PPA (N=2687)	780001
0.00140352077725291	2614	θ	PPA (N=2687)	830001
0.00144760866330485	6517	θ	PPA (N=2687)	840001
0.00145120670614654	3431	θ	PPA (N=2687)	850001
0.001740602520066	4065	θ	PPA (N=2687)	860001
0.00149747073948535	3150	θ	PPA (N=2687)	870001
0.00185272302803569	2546	θ	PPA (N=2687)	880001
0.00201256677800679	4948	θ	PPA (N=2687)	890001
0.00272085680194238	3371	θ	PPA (N=2687)	900001
0.00298791109991208	2982	θ	PPA (N=2687)	910001
0.000817535783751928	3526	θ	PPA (N=2687)	940001
0.000804033160582754	4563	θ	PPA (N=2687)	950001
0.00177494112807891	6201	θ	PPA (N=2687)	960001
0.00318725734594645	4851	θ	PPA (N=2687)	970001
0.00277309396200991	3213	θ	PPA (N=2687)	980001
0.00252269938980342	3352	θ	PTE (N=5192)	1000001
0.00242674072269323	3833	θ	PTE (N=5192)	1030001
0.00319316759014184	4855	θ	PTE (N=5192)	1040001
0.00307095296925278	2570	θ	PTE (N=5192)	1050001
0.0033734395031733	3008	θ	PTE (N=5192)	1060001
0.00181744767293536	3412	θ	PTE (N=5192)	1080001
